,PCEPILFE_YoY,PCEPILFE_MoM,UNRATE,NROU,USREC,ZLB_dummy,COVID_dummy,GDPC1,GDPPOT,INDPRO,RSAFS,MCOILWTICO,IR,OPHNFB,CES0500000003,CIVPART,JTSJOL,FEDFUNDS,M2SL,WALCL,T5YIE,T10YIE,PX_MD,PX5_MD,kmeans_k,kmeans_label,hclust_k,hclust_label,kmeans_k_sub,kmeans_label_sub,hclust_k_sub,hclust_label_sub
2008-11-01,1.3902658335831042,-0.5318725778773015,6.8,4.93124277318051,1.0,0,0,-7.292485939449072,2.39990145430793,-15.705646121366978,-47.28416782950098,-39.5272765643136,-5.882352941176472,-2.381692925657031,5.514705882352722,65.9,-51.8803671898135,0.39,7.824157085000039,141.99160900537157,-1.3988888888888888,0.6383333333333333,2.9,2.9,12,10,11,9,3,1,2,1
2008-12-01,1.137827887712839,-0.5866836456247526,7.3,5.016776812,1.0,1,0,-8.756106381192463,1.7978508689987294,-33.90587990568488,-27.901521212157697,-55.15323372232523,-10.054988216810678,-2.1409253957656915,4.391582799634008,65.8,-31.569173630454998,0.16,26.564349158496547,150.93284269771692,-0.24,0.2463636363636363,1.7,2.6,12,10,11,9,3,1,2,1
2009-01-01,0.9059281457752144,-0.3685629457734762,7.8,4.923896124412676,1.0,1,0,-7.891412896047973,2.3954209883939126,-29.8640796410766,18.54868259398268,-55.13606539744003,-12.538699690402469,-0.3970915795530578,1.0938924339106038,65.7,-155.62619198982838,0.15,12.34369287020094,127.29314049341096,0.0114999999999999,0.6054999999999999,2.2,2.9,12,10,11,9,3,1,2,1
2009-02-01,0.8878386748950362,0.955827131835818,8.3,4.92016531532788,1.0,1,0,-6.447196832162303,2.3931469377169545,-7.172472479721836,-5.1342229984808085,-59.02086172554775,-12.741312741312738,2.550366810583309,1.0928961748633448,65.8,55.22279035792543,0.22,4.371848384684096,113.40909226236468,0.5821052631578948,1.1178947368421053,1.9,3.1,12,4,11,9,3,1,2,1
2009-03-01,0.762458642915198,0.8595597598690219,8.7,5.015483596,1.0,1,0,-4.539497189929209,1.660951048791226,-18.77121683002634,-20.98326308865444,-54.537695590327175,-14.906367041198507,4.559726962457322,3.8216560509555455,65.6,-138.26815642458104,0.18,9.678349920669229,122.99080660962414,0.5886363636363636,1.1104545454545454,2.0,2.6,12,10,11,9,3,1,2,1
2009-04-01,0.9279176201372864,2.6722717718569378,9.0,4.913070072333175,1.0,1,0,-3.1856428040030345,2.388824322810043,-9.417489987729732,6.282040950426904,-55.89802806892876,-16.387472687545536,7.153585256335967,2.721088435374064,65.7,-113.18074191002374,0.15,0.6724933525698695,139.5353422734032,0.7476190476190476,1.3595238095238096,2.8,2.8,12,4,11,9,3,1,2,1
2009-05-01,0.8223026759099472,0.9250546983936124,9.4,4.909465096915458,1.0,1,0,-1.8293155450757084,2.3866291083851903,-11.843296969470927,9.945640611365825,-52.92663476874003,-17.280453257790363,8.187095142563743,1.0859728506787292,65.7,132.81045751633985,0.18,8.30850632790714,139.02547184390352,1.0630000000000002,1.576,2.8,2.9,12,4,11,9,3,1,2,1
2009-06-01,0.7201458523245163,1.5360391486082925,9.5,5.013500434,1.0,1,0,-0.7146038025404255,1.5540924887338825,-3.800168582447716,19.14064052891193,-47.98326859874514,-17.525773195876294,9.1831454860408,1.0849909584085715,65.7,-21.65555119654772,0.21,1.4202023788389972,129.7344234337717,1.5259090909090909,1.8595454545454544,3.1,3.0,12,4,11,9,3,1,2,1
2020-03-01,1.492363523452811,-1.0087501432883617,4.4,4.403835815,1.0,0,0,-5.569764343367822,1.989940348235386,-47.98734752409239,-109.45840529369532,-49.76784178847807,-4.18641390205371,-1.8609607352507496,8.409250175192629,62.6,-184.66838931955212,0.65,40.87153294110042,16.500664793583585,0.6745454545454546,0.9868181818181818,2.2,2.3,12,10,11,3,3,2,2,1
2020-04-01,0.9596668764828342,-3.9007227809859657,14.8,4.466399240076919,1.0,1,1,-19.99316943300577,2.111482495612627,-158.90170686228294,-172.43446844492274,-74.0839336047604,-6.782334384858036,5.924615771195049,54.27974947807934,60.1,-262.2327790973871,0.05,75.92942265127726,60.13685902710415,0.7585714285714286,1.1033333333333335,2.1,2.5,12,3,11,3,3,2,2,1
